IDcyclist,gene_sz_lastname,gene_sz_firstname,gene_sz_firstlastname,fkIDteam,fkIDregion,fkIDcontract,fkIDprevcontract,fkIDnextcontract,gene_sz_photo,gene_i_birthdate,gene_f_popularity,gene_f_popularity_max,value_i_rank_voted,value_f_potentiel,value_f_current_ability,current_f_stage_score,fkIDrace,fkIDlaststage,fkIDcyclist_state,fkIDtype_rider,fkIDinjury,fkIDtga_skin,gene_i_size,gene_i_weight,prerace_i_cyclist,race_b_withdrawal,fkIDstaff_trainer,charac_i_plain,limit_i_plain,charac_i_mountain,limit_i_mountain,charac_i_medium_mountain,limit_i_medium_mountain,charac_i_downhilling,limit_i_downhilling,charac_i_cobble,limit_i_cobble,charac_i_timetrial,limit_i_timetrial,charac_i_prologue,limit_i_prologue,charac_i_sprint,limit_i_sprint,charac_i_acceleration,limit_i_acceleration,charac_i_endurance,limit_i_endurance,charac_i_resistance,limit_i_resistance,charac_i_recuperation,limit_i_recuperation,charac_i_hill,limit_i_hill,charac_i_baroudeur,limit_i_baroudeur,charac_bitfield_mental,charac_i_tour,charac_i_classic,fitness_i_handicap,gene_b_will_retire,fkIDtraining_camp,gene_i_dossard,gene_i_champion_bit,gene_b_nominated,CONSTANT,gene_sz_soundname,fkIDstate_roster,gene_b_inshortlist,gene_i_date_last_breakaway,gene_i_date_last_punchers,gene_ilist_fkIDfavorite_races,fkIDworkplan,bit_i_contrat_preference,value_f_capital,gene_i_ptmap,fkIDyear_progression,value_f_gain,value_i_trainingstyle,fkIDcontract_preference_preset,iContract_fidelity,iContract_refusal_cooldown,value_i_knowledge,fkIDcyclist_leader,value_i_yearneopro,gene_i_nb_total_victory,gene_i_nb_tdf,gene_i_nb_giro,gene_i_nb_vuelta,gene_i_nb_sanremo,gene_i_nb_flandres,gene_i_nb_roubaix,gene_i_nb_liege,gene_i_nb_lombardia
3026,Warbasse,Larry,Warbasse L.,125,601,0,0,0,lwarbasse,19900628,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,183,67,0,0,0,69,0,72,0,73,0,68,0,64,0,72,0,71,0,56,0,64,0,67,0,66,0,70,0,73,0,70,0,0,0,0,0,0,0,0,2,0,,Warbasse_Larry,0,0,0,0,"(87,5,135)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,2,0,7,5,5,0,0,7,9
3028,van Poppel,Danny,van Poppel D.,33,507,0,0,0,dvanpoppel,19930726,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,183,78,0,0,0,73,0,60,0,65,0,72,0,74,0,64,0,73,0,78,0,75,0,71,0,72,0,70,0,71,0,64,0,0,4,3,0,0,0,0,128,0,,Van-Poppel_Danny,0,0,0,0,(77),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,24,7,2,3,8,6,4,1,0
3030,Wellens,Tim,Wellens T.,16,402,0,0,0,twellens,19910510,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,183,65,0,0,0,77,0,69,0,75,0,78,0,77,0,72,0,74,0,68,0,74,0,78,0,77,0,71,0,77,0,76,0,0,3,4,0,0,0,0,129,0,,Wellens_Tim,0,0,0,0,"(11,24,25)",0,0,0.0,0,0,0.0,0,3,5,0,0,0,2012,41,6,3,1,6,7,2,10,10
3041,Jungels,Bob,Jungels B.,2,1901,0,0,0,bjungels,19920922,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,188,70,0,0,0,73,0,65,0,71,0,80,0,69,0,73,0,71,0,64,0,64,0,68,0,66,0,68,0,73,0,69,0,0,2,2,0,0,0,0,67,0,,Jungels_Bob,0,0,0,0,"(25,15,87)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,27,6,4,4,3,3,1,7,5
3044,Lutsenko,Alexey,Lutsenko A.,42,1301,0,0,0,alutsenko,19920907,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,174,74,0,0,0,71,0,70,0,74,0,77,0,70,0,70,0,73,0,67,0,69,0,66,0,66,0,67,0,74,0,76,0,0,2,2,0,0,0,0,3,0,,Lutsenko_Alexey,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,41,10,2,3,6,4,0,8,1
3048,Cattaneo,Mattia,Cattaneo M.,33,204,0,0,0,mcattaneo,19901025,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,184,68,0,0,0,74,0,72,0,74,0,68,0,65,0,77,0,77,0,60,0,65,0,70,0,70,0,74,0,73,0,71,0,0,0,0,0,0,0,0,0,0,,Cattaneo_Mattia,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,4,3,6,5,6,1,0,2,7
3056,Sepúlveda,Eduardo,Sepúlveda E.,119,4601,0,0,0,esepulveda,19910613,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,173,51,0,0,0,67,0,71,0,71,0,65,0,65,0,68,0,67,0,65,0,69,0,66,0,66,0,67,0,70,0,71,0,0,0,0,0,0,0,0,0,0,,Sepulveda_Eduardo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,6,4,4,3,1,0,1,1,4
3059,Berhane,Natnael,Berhane N.,119,4101,0,0,0,nberhane,19910105,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,15,182,66,0,0,0,71,0,70,0,71,0,65,0,58,0,63,0,64,0,65,0,69,0,66,0,65,0,69,0,72,0,73,0,0,0,0,0,0,0,0,2,0,,Berhane_Natnael,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,9,2,3,3,0,0,0,2,5
3060,Coquard,Bryan,Coquard B.,34,318,0,0,0,bcoquard,19920425,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,169,58,0,0,0,70,0,61,0,67,0,76,0,69,0,66,0,74,0,74,0,76,0,68,0,73,0,70,0,74,0,65,0,0,4,3,0,0,0,0,0,0,,Coquard_Bryan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,1,4,0,0,0,2013,53,8,0,4,3,4,0,0,0
3068,Reguigui,Youcef,Reguigui Y.,119,5501,0,0,0,yreguigui,19900109,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,200,172,69,0,0,0,68,0,60,0,63,0,70,0,64,0,60,0,62,0,67,0,67,0,63,0,63,0,65,0,67,0,61,0,0,0,0,0,0,0,0,0,0,,Reguigui_Youcef,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,11,0,0,2,0,2,0,0,0
3088,Černý,Josef,Černý J.,58,3301,0,0,0,jcerny,19930511,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,188,77,0,0,0,76,0,61,0,66,0,65,0,68,0,75,0,76,0,61,0,63,0,67,0,69,0,72,0,69,0,69,0,0,0,0,0,0,0,0,3,0,,Cerny_Josef,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,11,0,5,1,2,1,0,1,0
3098,Fornandez,Ruben,Fornandez R.,105,817,0,0,0,,19910301,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,177,60,0,0,0,66,0,71,0,73,0,67,0,58,0,65,0,66,0,63,0,65,0,66,0,67,0,71,0,73,0,65,0,0,0,0,0,0,0,0,0,0,,Fernandez_Ruben,0,0,0,0,"(294,25,18)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,0,1,3,5,0,0,0,3,2
3107,Lozano,David,Lozano D.,123,809,0,0,0,dlozano,19881221,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,178,64,0,0,0,66,0,67,0,67,0,74,0,67,0,62,0,63,0,65,0,65,0,64,0,66,0,69,0,68,0,67,0,0,0,0,0,0,0,0,0,0,,Lozano_David,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
3109,Peron,Andrea,Peron A.,123,206,0,0,0,aperon,19881028,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,177,71,0,0,0,70,0,57,0,63,0,68,0,61,0,59,0,58,0,70,0,70,0,65,0,65,0,65,0,67,0,59,0,0,0,0,0,0,0,0,0,0,,Peron_Andrea,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3117,Maikin,Roman,Maikin R.,119,1501,0,0,0,rmaikin,19900814,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,175,66,0,0,0,69,0,71,0,71,0,67,0,64,0,66,0,66,0,67,0,70,0,65,0,66,0,67,0,71,0,61,0,0,0,0,0,0,0,0,0,0,,Maikin_Roman,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
3123,De Buyst,Jasper,De Buyst J.,9,402,0,0,0,jdebuyst,19931124,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,178,68,0,0,0,70,0,61,0,67,0,70,0,71,0,69,0,72,0,71,0,71,0,68,0,70,0,69,0,71,0,65,0,0,0,0,0,0,0,0,0,0,,De-Buyst_Jasper,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,6,6,3,2,5,5,2,0,0
3125,Lampaert,Yves,Lampaert Y.,10,402,0,0,0,ylampaert,19910410,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,180,75,0,0,0,73,0,61,0,66,0,71,0,74,0,75,0,76,0,69,0,70,0,69,0,69,0,68,0,70,0,70,0,0,2,3,0,0,0,0,3,0,,Lampaert_Yves,0,0,0,0,(4),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,16,5,0,2,3,11,10,0,0
3140,Großschartner,Felix,Großschartner F.,16,3701,0,0,0,fgrosschartner,19931223,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,184,64,0,0,0,71,0,72,0,76,0,73,0,65,0,77,0,72,0,61,0,71,0,71,0,72,0,73,0,76,0,66,0,0,3,2,0,0,0,0,67,0,,Grossschartner_Felix,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2016,9,3,4,4,2,0,0,2,3
3150,Ziidl,Riccardo,Ziidl R.,112,3701,0,0,0,,19880408,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,177,62,0,0,0,66,0,72,0,71,0,69,0,58,0,66,0,65,0,63,0,69,0,66,0,66,0,68,0,71,0,65,0,0,0,0,0,0,0,0,2,0,,Zoidl_Riccardo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,10,0,2,2,0,0,0,0,2
3168,Matias,Joao,Matias J.,119,2901,0,0,0,,19910526,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,180,72,0,0,0,64,0,51,0,54,0,63,0,55,0,57,0,55,0,65,0,58,0,58,0,59,0,59,0,57,0,66,0,0,0,0,0,0,0,0,0,0,,Matias_Joao,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3169,Prades,Eduard,Prades E.,35,809,0,0,0,eprades,19870809,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,178,63,0,0,0,72,0,69,0,71,0,70,0,68,0,64,0,65,0,69,0,70,0,69,0,71,0,71,0,74,0,69,0,0,0,0,0,0,0,0,0,0,,Prades_Eduard,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2015,8,0,0,2,0,1,0,1,1
3190,Gate,Aaron,Gate A.,12,3401,0,0,0,agate,19901126,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,181,70,0,0,0,74,0,65,0,69,0,69,0,69,0,70,0,71,0,72,0,73,0,71,0,72,0,68,0,75,0,70,0,0,0,0,0,0,0,0,3,0,,Gate_Aaron,0,0,0,0,(190),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,2,0
3197,Mühlberger,Gregor,Mühlberger G.,3,3701,0,0,0,gmuhlberger,19940404,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,180,64,0,0,0,68,0,75,0,74,0,74,0,65,0,65,0,68,0,66,0,70,0,70,0,69,0,71,0,73,0,74,0,0,3,2,0,0,0,0,2,0,,Muhlberger_Gregor,0,0,0,0,(25),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2016,9,7,1,3,1,1,0,6,4
3212,Kalojiros,Tomas,Kalojiros T.,119,3301,0,0,0,tkalojiros,19940803,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,175,68,0,0,0,64,0,56,0,59,0,65,0,55,0,58,0,58,0,69,0,69,0,60,0,58,0,59,0,62,0,66,0,0,0,0,0,0,0,0,0,0,,Kalojiros_Tomas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,Würtz Schmidt,Mads,Würtz Schmidt M.,119,1001,0,0,0,mwurtzschmidt,19940331,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,176,72,0,0,0,73,0,61,0,65,0,69,0,69,0,70,0,70,0,67,0,64,0,66,0,66,0,64,0,69,0,74,0,0,0,0,0,0,0,0,2,0,,Wurtz-Schmidt_Mads,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2017,4,1,2,1,2,0,5,1,0
3227,Del Pino,Jesus,Del Pino J.,119,807,0,0,0,,19900909,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,166,54,0,0,0,59,0,72,0,71,0,65,0,54,0,56,0,55,0,60,0,67,0,62,0,62,0,65,0,70,0,65,0,0,0,0,0,0,0,0,0,0,,Del-Pino_Jesus,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3236,Laverack,Edward,Laverack E.,119,1801,0,0,0,elaverack,19940727,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,177,63,0,0,0,64,0,63,0,65,0,65,0,59,0,61,0,61,0,60,0,65,0,61,0,62,0,65,0,66,0,64,0,0,0,0,0,0,0,0,0,0,,Laverack_Edward,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,Schachmann,Maximilian,Schachmann M.,10,703,0,0,0,mschachmann,19940109,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,183,70,0,0,0,71,0,70,0,75,0,76,0,68,0,74,0,73,0,65,0,72,0,72,0,73,0,76,0,77,0,75,0,0,2,1,0,0,0,0,66,0,,Schachmann_Maximilian,0,0,0,0,"(87,173,25)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2017,16,4,2,2,2,1,1,5,2
3271,Rois,Rafael,Rois R.,105,2903,0,0,0,,19920715,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,190,72,0,0,0,71,0,65,0,68,0,67,0,63,0,71,0,71,0,63,0,68,0,66,0,65,0,68,0,69,0,73,0,0,0,0,0,0,0,0,1,0,,Reis_Rafael,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0
3277,Ishabashi,Manabu,Ishabashi M.,95,2101,0,0,0,,19921130,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,177,68,0,0,0,63,0,66,0,67,0,62,0,56,0,61,0,62,0,58,0,60,0,63,0,61,0,63,0,65,0,65,0,0,0,0,0,0,0,0,0,0,,Ishibashi_Manabu,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3280,Roglič,Primož,Roglič P.,33,2801,0,0,0,proglic,19891029,0.0,0.0,0,6.0,0.0,0.0,0,0,3,0,0,0,177,65,0,0,0,71,0,77,0,78,0,67,0,67,0,77,0,77,0,66,0,76,0,75,0,75,0,76,0,77,0,72,0,0,5,3,0,0,0,0,3,0,,Roglic_Primoz,0,0,0,0,"(25,18,133)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2016,91,7,4,6,2,0,0,2,6
3288,Hirt,Jan,Hirt J.,42,3301,0,0,0,jhirt,19910121,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,181,62,0,0,0,67,0,75,0,74,0,69,0,62,0,63,0,63,0,57,0,68,0,70,0,67,0,70,0,72,0,70,0,0,0,0,0,0,0,0,0,0,,Hirt_Jan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2015,5,2,8,6,0,0,0,1,4
3291,Kirsch,Alex,Kirsch A.,34,1901,0,0,0,akirsch,19920612,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,194,77,0,0,0,75,0,63,0,68,0,73,0,74,0,71,0,70,0,71,0,70,0,69,0,71,0,70,0,73,0,74,0,0,0,0,0,0,0,0,3,0,,Kirsch_Alex,0,0,0,0,"(11,24,4)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2015,2,2,1,3,3,5,5,2,0
3295,Thill,Tom,Thill T.,119,1901,0,0,0,tthill,19900331,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,189,75,0,0,0,65,0,54,0,58,0,63,0,59,0,64,0,64,0,61,0,60,0,59,0,61,0,57,0,62,0,66,0,0,0,0,0,0,0,0,0,0,,Thill_Tom,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,Feng,Chun Kai,Feng C.K.,119,8401,0,0,0,ckfeng,19881102,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,170,69,0,0,0,65,0,66,0,67,0,63,0,57,0,64,0,65,0,60,0,67,0,61,0,63,0,68,0,68,0,64,0,0,0,0,0,0,0,0,3,0,,Feng_Chun-Kai,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2013,8,0,0,0,0,3,3,0,0
3300,Bouwman,Koen,Bouwman K.,20,504,0,0,0,kbouwman,19931202,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,178,60,0,0,0,68,0,73,0,73,0,72,0,65,0,71,0,71,0,65,0,73,0,69,0,67,0,74,0,73,0,74,0,0,3,2,0,0,0,0,0,0,,Bouwman_Koen,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2016,6,0,7,4,1,0,0,3,8
3334,Räim,Mihkel,Räim M.,119,1201,0,0,0,mraim,19930703,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,176,70,0,0,0,69,0,57,0,61,0,71,0,65,0,62,0,66,0,72,0,70,0,64,0,63,0,64,0,65,0,61,0,0,0,0,0,0,0,0,2,0,,Raim_Mihkel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2017,17,0,0,1,0,0,0,0,0
3341,Robeet,Ludovic,Robeet L.,34,401,0,0,0,lrobeet,19940522,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,194,75,0,0,0,73,0,58,0,63,0,66,0,72,0,59,0,61,0,62,0,67,0,69,0,66,0,66,0,68,0,77,0,0,0,0,0,0,0,0,0,0,,Robeet_Ludovic,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2017,2,0,0,0,0,4,6,1,0
3360,Mohorič,Matej,Mohorič M.,13,2801,0,0,0,mmohoric,19941019,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,185,72,0,0,0,75,0,64,0,71,0,85,0,75,0,72,0,72,0,68,0,72,0,76,0,73,0,74,0,75,0,76,0,0,2,4,0,0,0,0,3,0,,Mohoric_Matej,0,0,0,0,"(77,11)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,25,7,4,3,9,5,5,8,4
3362,Bettiol,Alberto,Bettiol A.,12,209,0,0,0,abettiol,19931029,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,180,69,0,0,0,74,0,62,0,69,0,78,0,75,0,73,0,76,0,69,0,71,0,71,0,72,0,70,0,74,0,72,0,0,2,3,0,0,0,0,2,0,,Bettiol_Alberto,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,8,6,3,0,9,8,1,5,6
3363,Formolo,Davide,Formolo D.,1,206,0,0,0,dformolo,19921025,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,0,181,62,0,0,0,70,0,70,0,73,0,74,0,65,0,66,0,67,0,61,0,69,0,71,0,72,0,74,0,75,0,72,0,0,0,0,0,0,0,0,2,0,,Formolo_Davide,0,0,0,0,(135),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,6,3,9,4,3,0,0,7,10
3365,Alaphilippe,Julian,Alaphilippe J.,125,306,0,0,0,jalaphilippe,19920611,0.0,0.0,0,5.5,0.0,0.0,0,0,3,0,0,0,173,62,0,0,0,70,0,67,0,72,0,76,0,71,0,71,0,73,0,67,0,74,0,71,0,73,0,73,0,76,0,78,0,0,0,0,0,0,0,0,32,0,,Alaphilippe_Julian,0,0,0,0,"(25,87,175)",0,0,0.0,0,0,0.0,0,2,4,0,0,0,2014,45,7,1,2,8,4,0,9,7
3367,Yates,Adam,Yates A.,16,1801,0,0,0,ayates,19920807,0.0,0.0,0,5.5,0.0,0.0,0,0,3,0,0,0,173,58,0,0,0,69,0,78,0,78,0,67,0,65,0,73,0,74,0,66,0,70,0,75,0,74,0,78,0,77,0,66,0,0,4,3,0,0,0,0,0,0,,Yates_Adam,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,32,9,2,5,0,0,0,5,10
3369,Le Gac,Olivier,Le Gac O.,6,305,0,0,0,olegac,19930827,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,180,70,0,0,0,73,0,62,0,67,0,68,0,71,0,64,0,64,0,63,0,62,0,65,0,65,0,68,0,70,0,70,0,0,0,0,0,0,0,0,0,0,,Le-Gac_Olivier,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,1,4,3,3,2,9,7,1,0
3373,Parra,Heiner,Parra H.,119,1101,0,0,0,,19911009,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,160,51,0,0,0,59,0,71,0,71,0,61,0,54,0,57,0,55,0,59,0,66,0,61,0,63,0,69,0,70,0,64,0,0,0,0,0,0,0,0,0,0,,Parra_Heiner,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,Dapont,Timothy,Dapont T.,110,402,0,0,0,,19871101,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,179,72,0,0,0,72,0,55,0,62,0,71,0,70,0,61,0,63,0,73,0,75,0,67,0,67,0,65,0,68,0,65,0,0,0,0,0,0,0,0,0,0,,Dupont_Timothy,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2015,12,1,0,0,0,2,3,0,0
3379,Henao,Sebastián,Henao S.,119,1101,0,0,0,shenao,19930805,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,171,57,0,0,0,64,0,70,0,71,0,66,0,57,0,62,0,64,0,59,0,67,0,64,0,64,0,65,0,70,0,61,0,0,0,0,0,0,0,0,0,0,,Henao_Sebastian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,3
3381,Norman Leth,Lasse,Norman Leth L.,119,1003,0,0,0,,19920211,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,180,75,0,0,0,70,0,55,0,62,0,69,0,66,0,71,0,72,0,70,0,69,0,67,0,67,0,67,0,69,0,73,0,0,0,0,0,0,0,0,0,0,,Norman-Leth_Lasse,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,4,0,0,1,1,2,3,1,0
3382,van Baarle,Dylan,van Baarle D.,10,512,0,0,0,dvanbaarle,19920521,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,187,72,0,0,0,74,0,68,0,70,0,73,0,76,0,71,0,71,0,68,0,69,0,72,0,71,0,68,0,73,0,70,0,0,3,4,0,0,0,0,3,0,,Van-Baarle_Dylan,0,0,0,0,(11),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,8,8,2,7,4,11,11,0,0
3386,Howson,Damien,Howson D.,97,2001,0,0,0,dhowson,19920813,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,188,68,0,0,0,71,0,73,0,74,0,67,0,64,0,73,0,73,0,57,0,59,0,71,0,72,0,71,0,75,0,65,0,0,0,0,0,0,0,0,0,0,,Howson_Damien,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,7,2,4,6,0,0,0,2,6
3388,Stuyven,Jasper,Stuyven J.,10,402,0,0,0,jstuyven,19920417,0.0,0.0,0,5.5,0.0,0.0,0,0,3,0,0,0,186,75,0,0,0,77,0,65,0,69,0,76,0,80,0,69,0,70,0,70,0,73,0,76,0,77,0,71,0,74,0,73,0,0,2,5,0,0,0,0,0,0,,Stuyven_Jasper,0,0,0,0,"(4,11,175)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,9,9,2,2,7,11,10,0,1
3392,Dillier,Silvan,Dillier S.,37,1701,0,0,0,sdillier,19900803,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,183,75,0,0,0,75,0,60,0,65,0,70,0,74,0,67,0,68,0,68,0,71,0,70,0,68,0,70,0,68,0,70,0,0,2,3,0,0,0,0,3,0,,Dillier_Silvan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,8,6,3,2,6,10,8,1,0
3398,Conti,Valerio,Conti V.,93,212,0,0,0,vconti,19930330,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,172,61,0,0,0,69,0,70,0,73,0,68,0,57,0,67,0,68,0,65,0,69,0,66,0,67,0,69,0,73,0,73,0,0,0,0,0,0,0,0,0,0,,Conti_Valerio,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,4,0,8,5,1,0,0,2,4
3404,Laporte,Christophe,Laporte C.,14,321,0,0,0,claporte,19921211,0.0,0.0,0,5.0,0.0,0.0,0,0,3,0,0,0,189,76,0,0,0,77,0,63,0,68,0,76,0,77,0,73,0,76,0,74,0,74,0,79,0,76,0,69,0,75,0,73,0,0,3,4,0,0,0,0,8,0,,Laporte_Christophe,0,0,0,0,"(4,25)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,33,10,1,0,10,7,9,0,0
3405,Sénéchal,Florian,Sénéchal F.,37,315,0,0,0,fsenechal,19930710,0.0,0.0,0,4.5,0.0,0.0,0,0,3,0,0,201,179,77,0,0,0,73,0,58,63,64,0,69,0,74,0,65,74,70,0,69,75,69,0,67,0,67,0,70,0,70,75,73,0,0,0,0,0,0,0,0,2,0,,Senechal_Florian,0,0,0,0,(4),0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,5,3,2,2,4,9,10,0,1
3406,Venturini,Clément,Venturini C.,107,322,0,0,0,cventurini,19931016,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,165,60,0,0,0,72,0,64,0,68,0,79,0,71,0,64,0,70,0,73,0,75,0,69,0,71,0,66,0,75,0,63,0,0,0,0,0,0,0,0,0,0,,Venturini_Clement,0,0,0,0,"(25,106,74)",0,0,0.0,0,0,0.0,0,0,0,0,0,0,2014,4,2,1,2,2,1,1,0,0
